YEAR_MONTH,DATE,REGION_NAME,REGION_FULLNAME,APT_SALES_INDEX,APT_JEONSE_INDEX,BOK_BASE_RATE,MORTGAGE_LOAN_RATE,KOSPI_CLOSE,KOSPI_MOM_PCT
201802,2018-02-01,성동구,서울>강북지역>동북권>성동구,69.8807133493414,90.2374495978423,1.5,2.85,2445.85,0.76
201802,2018-02-01,세종,세종,92.9226984360191,71.7876387315492,1.5,2.85,2445.85,0.76
201802,2018-02-01,송파구,서울>강남지역>동남권>송파구,65.3233465228452,91.8038994524263,1.5,2.85,2445.85,0.76
201802,2018-02-01,수도권,수도권,83.0642471533407,98.3762048295569,1.5,2.85,2445.85,0.76
201802,2018-02-01,수원시,경기>경부2권>수원시,73.611334596673,93.7223288895391,1.5,2.85,2445.85,0.76
201802,2018-02-01,용산구,서울>강북지역>도심권>용산구,72.8408409402557,95.3907964551264,1.5,2.85,2445.85,0.76
201802,2018-02-01,전국,전국,92.8315141235266,100.925722070541,1.5,2.85,2445.85,0.76
201802,2018-02-01,종로구,서울>강북지역>도심권>종로구,87.868965357223,100.618029883718,1.5,2.85,2445.85,0.76
201803,2018-03-01,강남구,서울>강남지역>동남권>강남구,72.9406371956354,101.018767795503,1.5,2.85,2515.38,2.84
201803,2018-03-01,강남지역,서울>강남지역,77.1119968379396,97.0476384344834,1.5,2.85,2515.38,2.84
201803,2018-03-01,강북지역,서울>강북지역,87.621037761861,98.7173654971186,1.5,2.85,2515.38,2.84
201803,2018-03-01,노원구,서울>강북지역>동북권>노원구,93.7431619883734,96.1264952940126,1.5,2.85,2515.38,2.84
201803,2018-03-01,대구,대구,114.261587493167,122.901020203246,1.5,2.85,2515.38,2.84
201803,2018-03-01,마포구,서울>강북지역>서북권>마포구,73.2361625885872,93.5160638788694,1.5,2.85,2515.38,2.84
201803,2018-03-01,부산,부산,104.203395200947,105.628682912124,1.5,2.85,2515.38,2.84
201803,2018-03-01,서울,서울,81.8268035547865,97.811505465838,1.5,2.85,2515.38,2.84
201803,2018-03-01,서초구,서울>강남지역>동남권>서초구,69.0634390170823,92.2328075394401,1.5,2.85,2515.38,2.84
201803,2018-03-01,성남시,경기>경부1권>성남시,71.3439011390285,97.9699645244881,1.5,2.85,2515.38,2.84
201803,2018-03-01,성동구,서울>강북지역>동북권>성동구,70.6417664404957,90.3780253905993,1.5,2.85,2515.38,2.84
201803,2018-03-01,세종,세종,93.0920903782026,71.7073410330705,1.5,2.85,2515.38,2.84
201803,2018-03-01,송파구,서울>강남지역>동남권>송파구,66.1217756510913,91.1529984707593,1.5,2.85,2515.38,2.84
201803,2018-03-01,수도권,수도권,83.3703926592978,98.1332680410266,1.5,2.85,2515.38,2.84
201803,2018-03-01,수원시,경기>경부2권>수원시,73.7657089918987,93.5725201545446,1.5,2.85,2515.38,2.84
201803,2018-03-01,용산구,서울>강북지역>도심권>용산구,73.854858299836,95.4252609035958,1.5,2.85,2515.38,2.84
201803,2018-03-01,전국,전국,92.9230348664083,100.705892634269,1.5,2.85,2515.38,2.84
201803,2018-03-01,종로구,서울>강북지역>도심권>종로구,88.426057808824,101.201252377943,1.5,2.85,2515.38,2.84
201804,2018-04-01,강남구,서울>강남지역>동남권>강남구,73.0886789351191,100.400809504157,1.5,2.85,2423.01,-3.67
201804,2018-04-01,강남지역,서울>강남지역,77.4206317025489,96.459041850458,1.5,2.85,2423.01,-3.67
201804,2018-04-01,강북지역,서울>강북지역,87.9202076109494,98.6681034139162,1.5,2.85,2423.01,-3.67
201804,2018-04-01,노원구,서울>강북지역>동북권>노원구,93.7397736963031,95.9995379506525,1.5,2.85,2423.01,-3.67
201804,2018-04-01,대구,대구,114.645828626336,122.912212777669,1.5,2.85,2423.01,-3.67
201804,2018-04-01,마포구,서울>강북지역>서북권>마포구,73.8355268465636,93.5634041075966,1.5,2.85,2423.01,-3.67
201804,2018-04-01,부산,부산,103.905292877611,105.375805770319,1.5,2.85,2423.01,-3.67
201804,2018-04-01,서울,서울,82.1322825851947,97.4670658774076,1.5,2.85,2423.01,-3.67
201804,2018-04-01,서초구,서울>강남지역>동남권>서초구,69.122836763751,91.4613372597258,1.5,2.85,2423.01,-3.67
201804,2018-04-01,성남시,경기>경부1권>성남시,72.0604395579341,97.4713534980029,1.5,2.85,2423.01,-3.67
201804,2018-04-01,성동구,서울>강북지역>동북권>성동구,70.7600741570445,89.8977333450462,1.5,2.85,2423.01,-3.67
201804,2018-04-01,세종,세종,93.3840869863224,71.5297452891782,1.5,2.85,2423.01,-3.67
201804,2018-04-01,송파구,서울>강남지역>동남권>송파구,66.2597221654218,90.2938506924112,1.5,2.85,2423.01,-3.67
201804,2018-04-01,수도권,수도권,83.5308274895712,97.7975376485042,1.5,2.85,2423.01,-3.67
201804,2018-04-01,수원시,경기>경부2권>수원시,73.8761384107765,93.5032257260534,1.5,2.85,2423.01,-3.67
201804,2018-04-01,용산구,서울>강북지역>도심권>용산구,74.2057380264508,95.4360887171788,1.5,2.85,2423.01,-3.67
201804,2018-04-01,전국,전국,92.8997096961874,100.391930926583,1.5,2.85,2423.01,-3.67
201804,2018-04-01,종로구,서울>강북지역>도심권>종로구,89.1152720378091,101.364946573368,1.5,2.85,2423.01,-3.67
201805,2018-05-01,강남구,서울>강남지역>동남권>강남구,72.9532474768791,99.0440049752945,1.5,2.85,2326.13,-4.0
201805,2018-05-01,강남지역,서울>강남지역,77.5321999460632,95.77836698815,1.5,2.85,2326.13,-4.0
201805,2018-05-01,강북지역,서울>강북지역,88.1993359923622,98.612136737554,1.5,2.85,2326.13,-4.0
201805,2018-05-01,노원구,서울>강북지역>동북권>노원구,93.7078706715739,95.8139607723009,1.5,2.85,2326.13,-4.0
201805,2018-05-01,대구,대구,114.930610552711,122.82517113229,1.5,2.85,2326.13,-4.0
201805,2018-05-01,마포구,서울>강북지역>서북권>마포구,74.2719816250681,93.4644468266677,1.5,2.85,2326.13,-4.0
201805,2018-05-01,부산,부산,103.609336157925,104.993580691035,1.5,2.85,2326.13,-4.0
201805,2018-05-01,서울,서울,82.3157806351266,97.06824712616,1.5,2.85,2326.13,-4.0
201805,2018-05-01,서초구,서울>강남지역>동남권>서초구,69.0389611064706,90.4330222155629,1.5,2.85,2326.13,-4.0
201805,2018-05-01,성남시,경기>경부1권>성남시,72.4565526457249,96.7260945404616,1.5,2.85,2326.13,-4.0
201805,2018-05-01,성동구,서울>강북지역>동북권>성동구,70.6454659079816,89.5726956744838,1.5,2.85,2326.13,-4.0
201805,2018-05-01,세종,세종,93.5372444447723,70.4520485249344,1.5,2.85,2326.13,-4.0
201805,2018-05-01,송파구,서울>강남지역>동남권>송파구,66.0967942707053,89.0753309940543,1.5,2.85,2326.13,-4.0
201805,2018-05-01,수도권,수도권,83.5860144778879,97.3443637350908,1.5,2.85,2326.13,-4.0
201805,2018-05-01,수원시,경기>경부2권>수원시,73.9191375665094,93.3541057960923,1.5,2.85,2326.13,-4.0
201805,2018-05-01,용산구,서울>강북지역>도심권>용산구,74.4920858007558,95.4225351226598,1.5,2.85,2326.13,-4.0
201805,2018-05-01,전국,전국,92.7616359325904,99.9532066433844,1.5,2.85,2326.13,-4.0
201805,2018-05-01,종로구,서울>강북지역>도심권>종로구,89.608650300011,101.687588411117,1.5,2.85,2326.13,-4.0
201806,2018-06-01,강남구,서울>강남지역>동남권>강남구,72.6158924933232,98.2177767754293,1.5,2.85,2295.26,-1.33
201806,2018-06-01,강남지역,서울>강남지역,77.5914069887848,95.3766563790294,1.5,2.85,2295.26,-1.33
201806,2018-06-01,강북지역,서울>강북지역,88.5328811256748,98.5849320407174,1.5,2.85,2295.26,-1.33
201806,2018-06-01,노원구,서울>강북지역>동북권>노원구,93.7871145663079,95.6338693322477,1.5,2.85,2295.26,-1.33
201806,2018-06-01,대구,대구,115.048624253243,122.725539174426,1.5,2.85,2295.26,-1.33
201806,2018-06-01,마포구,서울>강북지역>서북권>마포구,74.689207693391,93.4218060119993,1.5,2.85,2295.26,-1.33
201806,2018-06-01,부산,부산,103.259227559631,104.635378201581,1.5,2.85,2295.26,-1.33
201806,2018-06-01,서울,서울,82.4922503607887,96.835014115524,1.5,2.85,2295.26,-1.33
201806,2018-06-01,서초구,서울>강남지역>동남권>서초구,68.944846846518,89.7672980071943,1.5,2.85,2295.26,-1.33
201806,2018-06-01,성남시,경기>경부1권>성남시,72.6151123853044,96.2043192650413,1.5,2.85,2295.26,-1.33
201806,2018-06-01,성동구,서울>강북지역>동북권>성동구,70.7220813229409,89.303466796679,1.5,2.85,2295.26,-1.33
201806,2018-06-01,세종,세종,93.6993339216224,69.4207836093973,1.5,2.85,2295.26,-1.33
201806,2018-06-01,송파구,서울>강남지역>동남권>송파구,65.8281399708754,88.0927422761787,1.5,2.85,2295.26,-1.33
201806,2018-06-01,수도권,수도권,83.6196013186312,96.9713916064712,1.5,2.85,2295.26,-1.33
201806,2018-06-01,수원시,경기>경부2권>수원시,73.9377029556116,93.1858942376101,1.5,2.85,2295.26,-1.33
201806,2018-06-01,용산구,서울>강북지역>도심권>용산구,74.7125097114069,95.4517798930468,1.5,2.85,2295.26,-1.33
201806,2018-06-01,전국,전국,92.6191159648742,99.5587584424959,1.5,2.85,2295.26,-1.33
201806,2018-06-01,종로구,서울>강북지역>도심권>종로구,90.1306488527573,102.425626208282,1.5,2.85,2295.26,-1.33
201807,2018-07-01,강남구,서울>강남지역>동남권>강남구,72.3852912291041,97.8332222060017,1.5,2.85,2322.88,1.2
201807,2018-07-01,강남지역,서울>강남지역,77.7921356073543,95.4315067542623,1.5,2.85,2322.88,1.2
201807,2018-07-01,강북지역,서울>강북지역,88.919784177706,98.6245339967259,1.5,2.85,2322.88,1.2
201807,2018-07-01,노원구,서울>강북지역>동북권>노원구,93.9099275652942,95.5696232019767,1.5,2.85,2322.88,1.2
201807,2018-07-01,대구,대구,115.184787187797,122.656055386423,1.5,2.85,2322.88,1.2
201807,2018-07-01,마포구,서울>강북지역>서북권>마포구,75.1588469945116,93.6899645301531,1.5,2.85,2322.88,1.2
201807,2018-07-01,부산,부산,102.930401922815,104.310719329466,1.5,2.85,2322.88,1.2
201807,2018-07-01,서울,서울,82.7729478165944,96.8830184302686,1.5,2.85,2322.88,1.2
201807,2018-07-01,서초구,서울>강남지역>동남권>서초구,68.9437472253757,89.8648327010805,1.5,2.85,2322.88,1.2
201807,2018-07-01,성남시,경기>경부1권>성남시,72.7002696943476,95.7157413925188,1.5,2.85,2322.88,1.2
201807,2018-07-01,성동구,서울>강북지역>동북권>성동구,71.0746022428419,89.1246122226177,1.5,2.85,2322.88,1.2
201807,2018-07-01,세종,세종,93.9168089586702,68.1361948888882,1.5,2.85,2322.88,1.2
201807,2018-07-01,송파구,서울>강남지역>동남권>송파구,65.6757162461004,87.7073385688663,1.5,2.85,2322.88,1.2
201807,2018-07-01,수도권,수도권,83.6625628754715,96.690407316451,1.5,2.85,2322.88,1.2
201807,2018-07-01,수원시,경기>경부2권>수원시,74.0363964922295,93.1004858228361,1.5,2.85,2322.88,1.2
201807,2018-07-01,용산구,서울>강북지역>도심권>용산구,75.1632979087665,95.4113377645447,1.5,2.85,2322.88,1.2
201807,2018-07-01,전국,전국,92.4867270626482,99.2276104907151,1.5,2.85,2322.88,1.2
201807,2018-07-01,종로구,서울>강북지역>도심권>종로구,90.7181360622543,102.770564255445,1.5,2.85,2322.88,1.2
201808,2018-08-01,강남구,서울>강남지역>동남권>강남구,72.961219278695,97.8809062884117,1.5,2.85,2343.07,0.87
201808,2018-08-01,강남지역,서울>강남지역,78.4426103611501,95.8141423288277,1.5,2.85,2343.07,0.87
201808,2018-08-01,강북지역,서울>강북지역,89.6348374814394,98.7594814305484,1.5,2.85,2343.07,0.87
201808,2018-08-01,노원구,서울>강북지역>동북권>노원구,94.4100881605498,95.7002236856634,1.5,2.85,2343.07,0.87
201808,2018-08-01,대구,대구,115.391300321448,122.639052537749,1.5,2.85,2343.07,0.87
201808,2018-08-01,마포구,서울>강북지역>서북권>마포구,76.1846393710594,94.0851290224279,1.5,2.85,2343.07,0.87
201808,2018-08-01,부산,부산,102.439603956252,103.841525258419,1.5,2.85,2343.07,0.87
201808,2018-08-01,서울,서울,83.4529413756594,97.1542753544615,1.5,2.85,2343.07,0.87
201808,2018-08-01,서초구,서울>강남지역>동남권>서초구,69.3648821152315,91.0554639364026,1.5,2.85,2343.07,0.87
201808,2018-08-01,성남시,경기>경부1권>성남시,72.892047059291,95.4917239642756,1.5,2.85,2343.07,0.87
201808,2018-08-01,성동구,서울>강북지역>동북권>성동구,71.6823238070547,88.9869843556609,1.5,2.85,2343.07,0.87
201808,2018-08-01,세종,세종,93.8669005615211,67.3294093363506,1.5,2.85,2343.07,0.87
201808,2018-08-01,송파구,서울>강남지역>동남권>송파구,66.202379840319,87.8784686423356,1.5,2.85,2343.07,0.87
201808,2018-08-01,수도권,수도권,83.8532474440522,96.5058327954431,1.5,2.85,2343.07,0.87
201808,2018-08-01,수원시,경기>경부2권>수원시,74.065005054387,92.8547692253907,1.5,2.85,2343.07,0.87
201808,2018-08-01,용산구,서울>강북지역>도심권>용산구,76.4882061604154,95.5999379755128,1.5,2.85,2343.07,0.87
201808,2018-08-01,전국,전국,92.3909502053472,98.9234997143066,1.5,2.85,2343.07,0.87
201808,2018-08-01,종로구,서울>강북지역>도심권>종로구,91.4173427695922,102.874887303854,1.5,2.85,2343.07,0.87
201809,2018-09-01,강남구,서울>강남지역>동남권>강남구,74.6123799391337,98.5782443087357,1.5,2.85,2029.69,-13.37
201809,2018-09-01,강남지역,서울>강남지역,80.1335364740977,96.3344369511913,1.5,2.85,2029.69,-13.37
201809,2018-09-01,강북지역,서울>강북지역,90.9574046987294,98.91923176174,1.5,2.85,2029.69,-13.37
201809,2018-09-01,노원구,서울>강북지역>동북권>노원구,95.8882222444577,95.7047619338076,1.5,2.85,2029.69,-13.37
201809,2018-09-01,대구,대구,115.736769915213,122.693151912098,1.5,2.85,2029.69,-13.37
201809,2018-09-01,마포구,서울>강북지역>서북권>마포구,77.3628827085679,94.6039890203539,1.5,2.85,2029.69,-13.37
201809,2018-09-01,부산,부산,102.098492982595,103.630677256532,1.5,2.85,2029.69,-13.37
201809,2018-09-01,서울,서울,84.9916349581498,97.5121414815452,1.5,2.85,2029.69,-13.37
201809,2018-09-01,서초구,서울>강남지역>동남권>서초구,71.0576075086492,91.8327005716417,1.5,2.85,2029.69,-13.37
201809,2018-09-01,성남시,경기>경부1권>성남시,74.3402223662936,95.7578851844675,1.5,2.85,2029.69,-13.37
201809,2018-09-01,성동구,서울>강북지역>동북권>성동구,72.9819470321283,89.0451666599758,1.5,2.85,2029.69,-13.37
201809,2018-09-01,세종,세종,93.7086781354261,67.0310493073972,1.5,2.85,2029.69,-13.37
201809,2018-09-01,송파구,서울>강남지역>동남권>송파구,67.7810235311284,88.1637151583509,1.5,2.85,2029.69,-13.37
201809,2018-09-01,수도권,수도권,84.6073725337904,96.5341227907947,1.5,2.85,2029.69,-13.37
201809,2018-09-01,수원시,경기>경부2권>수원시,74.246737278464,92.6985383858475,1.5,2.85,2029.69,-13.37
201809,2018-09-01,용산구,서울>강북지역>도심권>용산구,77.5869377511695,95.723279090329,1.5,2.85,2029.69,-13.37
201809,2018-09-01,전국,전국,92.6722152535205,98.79545837446,1.5,2.85,2029.69,-13.37
201809,2018-09-01,종로구,서울>강북지역>도심권>종로구,92.3399935671644,103.528245039165,1.5,2.85,2029.69,-13.37
201810,2018-10-01,강남구,서울>강남지역>동남권>강남구,74.9603279737506,98.8472660816429,1.5,2.85,2096.86,3.31
201810,2018-10-01,강남지역,서울>강남지역,80.5495192786776,96.5805459362425,1.5,2.85,2096.86,3.31
201810,2018-10-01,강북지역,서울>강북지역,91.5495702624682,99.1199363164874,1.5,2.85,2096.86,3.31
201810,2018-10-01,노원구,서울>강북지역>동북권>노원구,96.6214512697093,95.814974433188,1.5,2.85,2096.86,3.31
201810,2018-10-01,대구,대구,116.361419699087,122.870000830319,1.5,2.85,2096.86,3.31
201810,2018-10-01,마포구,서울>강북지역>서북권>마포구,77.8271785009869,95.2147071348042,1.5,2.85,2096.86,3.31
201810,2018-10-01,부산,부산,101.837663974981,103.499659728429,1.5,2.85,2096.86,3.31
201810,2018-10-01,서울,서울,85.4841350493162,97.7377917243014,1.5,2.85,2096.86,3.31
201810,2018-10-01,서초구,서울>강남지역>동남권>서초구,71.4278794413708,91.8996870984221,1.5,2.85,2096.86,3.31
201810,2018-10-01,성남시,경기>경부1권>성남시,74.7957688108074,95.8591486452716,1.5,2.85,2096.86,3.31
201810,2018-10-01,성동구,서울>강북지역>동북권>성동구,73.2331303256345,89.4640860580046,1.5,2.85,2096.86,3.31
201810,2018-10-01,세종,세종,93.6274075890466,68.1762199691002,1.5,2.85,2096.86,3.31
201810,2018-10-01,송파구,서울>강남지역>동남권>송파구,68.1383076242965,88.331494585056,1.5,2.85,2096.86,3.31
201810,2018-10-01,수도권,수도권,85.0083873684554,96.5998070756933,1.5,2.85,2096.86,3.31
201810,2018-10-01,수원시,경기>경부2권>수원시,74.5717556298453,92.6328755414646,1.5,2.85,2096.86,3.31
201810,2018-10-01,용산구,서울>강북지역>도심권>용산구,77.7834330650844,95.8392842489189,1.5,2.85,2096.86,3.31
201810,2018-10-01,전국,전국,92.7919665682796,98.7083265968488,1.5,2.85,2096.86,3.31
201810,2018-10-01,종로구,서울>강북지역>도심권>종로구,93.1597746482375,103.645432086796,1.5,2.85,2096.86,3.31
201811,2018-11-01,강남구,서울>강남지역>동남권>강남구,74.8134633047754,98.7896925223757,1.5,2.85,2041.04,-2.66
201811,2018-11-01,강남지역,서울>강남지역,80.5066743281291,96.5019998494331,1.5,2.85,2041.04,-2.66
201811,2018-11-01,강북지역,서울>강북지역,91.711878280134,99.1564872458442,1.5,2.85,2041.04,-2.66
201811,2018-11-01,노원구,서울>강북지역>동북권>노원구,96.8597423920616,95.8941164287652,1.5,2.85,2041.04,-2.66
201811,2018-11-01,대구,대구,116.871687551388,122.996929247221,1.5,2.85,2041.04,-2.66
201811,2018-11-01,마포구,서울>강북지역>서북권>마포구,77.8687493570222,95.1666690017098,1.5,2.85,2041.04,-2.66
201811,2018-11-01,부산,부산,101.500488318983,103.333669159014,1.5,2.85,2041.04,-2.66
201811,2018-11-01,서울,서울,85.5287821249231,97.71116203561,1.5,2.85,2041.04,-2.66
201811,2018-11-01,서초구,서울>강남지역>동남권>서초구,71.3038209074386,91.5547350800305,1.5,2.85,2041.04,-2.66
201811,2018-11-01,성남시,경기>경부1권>성남시,74.7959980541659,95.789060539393,1.5,2.85,2041.04,-2.66
201811,2018-11-01,성동구,서울>강북지역>동북권>성동구,73.2908562203536,89.7611153699378,1.5,2.85,2041.04,-2.66
201811,2018-11-01,세종,세종,93.697729099236,71.4630647337432,1.5,2.85,2041.04,-2.66
201811,2018-11-01,송파구,서울>강남지역>동남권>송파구,67.9542979782056,88.2621719339045,1.5,2.85,2041.04,-2.66
201811,2018-11-01,수도권,수도권,85.1444303743167,96.5035608032595,1.5,2.85,2041.04,-2.66
201811,2018-11-01,수원시,경기>경부2권>수원시,74.886498013932,92.3961697376302,1.5,2.85,2041.04,-2.66
201811,2018-11-01,용산구,서울>강북지역>도심권>용산구,77.7493388149722,95.4714116007943,1.5,2.85,2041.04,-2.66
201811,2018-11-01,전국,전국,92.7647092821996,98.5734589307115,1.5,2.85,2041.04,-2.66
201811,2018-11-01,종로구,서울>강북지역>도심권>종로구,93.4651612495002,104.067389226519,1.5,2.85,2041.04,-2.66
201812,2018-12-01,강남구,서울>강남지역>동남권>강남구,74.4101540621465,98.4784192905778,1.75,3.1,2204.85,8.03
201812,2018-12-01,강남지역,서울>강남지역,80.3083379449451,96.2101760886461,1.75,3.1,2204.85,8.03
201812,2018-12-01,강북지역,서울>강북지역,91.64122549997,99.0440518325231,1.75,3.1,2204.85,8.03
201812,2018-12-01,노원구,서울>강북지역>동북권>노원구,96.7365070817234,95.9054629544057,1.75,3.1,2204.85,8.03
201812,2018-12-01,대구,대구,117.20089223414,123.070765000461,1.75,3.1,2204.85,8.03
201812,2018-12-01,마포구,서울>강북지역>서북권>마포구,77.7655113680237,94.5882427167482,1.75,3.1,2204.85,8.03
201812,2018-12-01,부산,부산,101.098262903496,103.10885953942,1.75,3.1,2204.85,8.03
201812,2018-12-01,서울,서울,85.3843230014628,97.5001634709868,1.75,3.1,2204.85,8.03
201812,2018-12-01,서초구,서울>강남지역>동남권>서초구,71.0866698023396,90.7642875125691,1.75,3.1,2204.85,8.03
201812,2018-12-01,성남시,경기>경부1권>성남시,74.5783450601638,95.468093500089,1.75,3.1,2204.85,8.03
201812,2018-12-01,성동구,서울>강북지역>동북권>성동구,73.2019391236809,89.8904587622285,1.75,3.1,2204.85,8.03
201812,2018-12-01,세종,세종,93.6814555764823,73.8768366163473,1.75,3.1,2204.85,8.03
201812,2018-12-01,송파구,서울>강남지역>동남권>송파구,67.6099093032345,87.8436259270395,1.75,3.1,2204.85,8.03
201812,2018-12-01,수도권,수도권,85.0974070535758,96.2163219940839,1.75,3.1,2204.85,8.03
201812,2018-12-01,수원시,경기>경부2권>수원시,75.2293653400748,91.9841370425336,1.75,3.1,2204.85,8.03
201812,2018-12-01,용산구,서울>강북지역>도심권>용산구,77.5372251574385,95.0686648009904,1.75,3.1,2204.85,8.03
201812,2018-12-01,전국,전국,92.5931285572767,98.2949723167583,1.75,3.1,2204.85,8.03
201812,2018-12-01,종로구,서울>강북지역>도심권>종로구,93.5101637229252,103.883513856472,1.75,3.1,2204.85,8.03
201901,2019-01-01,강남구,서울>강남지역>동남권>강남구,73.5664335541087,97.4520578675727,1.75,3.1,2195.44,-0.43
201901,2019-01-01,강남지역,서울>강남지역,79.8912989640536,95.4634307378523,1.75,3.1,2195.44,-0.43
201901,2019-01-01,강북지역,서울>강북지역,91.3863381158245,98.8424924799085,1.75,3.1,2195.44,-0.43
201901,2019-01-01,노원구,서울>강북지역>동북권>노원구,96.3006073142111,95.9392671730105,1.75,3.1,2195.44,-0.43
201901,2019-01-01,대구,대구,117.241443503382,123.032099587248,1.75,3.1,2195.44,-0.43
201901,2019-01-01,마포구,서울>강북지역>서북권>마포구,77.4158216593867,94.1686372464663,1.75,3.1,2195.44,-0.43
201901,2019-01-01,부산,부산,100.757755058188,102.912935207121,1.75,3.1,2195.44,-0.43
201901,2019-01-01,서울,서울,85.0348838007839,96.9979476597381,1.75,3.1,2195.44,-0.43
201901,2019-01-01,서초구,서울>강남지역>동남권>서초구,70.7633757840254,89.7324977074721,1.75,3.1,2195.44,-0.43
201901,2019-01-01,성남시,경기>경부1권>성남시,74.1933964169921,94.9270316448701,1.75,3.1,2195.44,-0.43
201901,2019-01-01,성동구,서울>강북지역>동북권>성동구,73.0352168841394,89.6410684346408,1.75,3.1,2195.44,-0.43
201901,2019-01-01,세종,세종,93.670894228402,74.6923351460065,1.75,3.1,2195.44,-0.43
201901,2019-01-01,송파구,서울>강남지역>동남권>송파구,67.0659696368327,86.8710884533986,1.75,3.1,2195.44,-0.43
201901,2019-01-01,수도권,수도권,84.8821399470915,95.8260321442631,1.75,3.1,2195.44,-0.43
201901,2019-01-01,수원시,경기>경부2권>수원시,75.2503543319404,91.8310078904313,1.75,3.1,2195.44,-0.43
201901,2019-01-01,용산구,서울>강북지역>도심권>용산구,77.1758864467848,94.7501559335295,1.75,3.1,2195.44,-0.43
201901,2019-01-01,전국,전국,92.3249379102541,97.9760909772979,1.75,3.1,2195.44,-0.43
201901,2019-01-01,종로구,서울>강북지역>도심권>종로구,93.4533200858316,103.709890805144,1.75,3.1,2195.44,-0.43
201902,2019-02-01,강남구,서울>강남지역>동남권>강남구,72.7751026359479,95.4623156551844,1.75,3.1,2140.67,-2.49
201902,2019-02-01,강남지역,서울>강남지역,79.5100418798948,94.5557635688715,1.75,3.1,2140.67,-2.49
201902,2019-02-01,강북지역,서울>강북지역,91.169360487063,98.4582484616952,1.75,3.1,2140.67,-2.49
201902,2019-02-01,노원구,서울>강북지역>동북권>노원구,96.0414689777118,95.8886918767636,1.75,3.1,2140.67,-2.49
201902,2019-02-01,대구,대구,117.229579756926,123.039574258048,1.75,3.1,2140.67,-2.49
201902,2019-02-01,마포구,서울>강북지역>서북권>마포구,77.0132243649707,93.7612905283732,1.75,3.1,2140.67,-2.49
201902,2019-02-01,부산,부산,100.488175933885,102.723046768578,1.75,3.1,2140.67,-2.49
